folder,filename,description,source,source_url,published,lines_last_redrawn,features,missing_on_disk
states/ut/school_districts,unified_school_districts_2025.geojson,Utah: unified (K-12) school district boundaries (TIGER UNSD). 41 districts.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/UNSD/tl_2025_49_unsd.zip,2025 (TIGER 2025 release),unknown (school district boundaries; Census vintage 2025),41,
states/ut/state_house_districts,state_house_districts_2025.geojson,"Utah: State house of representatives districts, TIGER SLDL (lower chamber). 75 districts.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SLDL/tl_2025_49_sldl.zip,2025 (TIGER 2025 release),2022 cycle (effective 2024); verify per-state vintage,75,
states/ut/state_senate_districts,state_senate_districts_2025.geojson,"Utah: State senate districts, TIGER SLDU (upper chamber). 29 districts.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SLDU/tl_2025_49_sldu.zip,2025 (TIGER 2025 release),2022 cycle (effective 2024); verify per-state vintage,29,
states/va/county_subdivisions,county_subdivisions_2025.geojson,"Virginia: county subdivisions (civil townships, towns, municipalities) boundaries (TIGER COUSUB). Context layer — does NOT include council or commission district lines. 552 features.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/COUSUB/tl_2025_51_cousub.zip,2025 (TIGER 2025 release),n/a (administrative boundaries),552,
states/va/municipalities,municipal_boundaries_2025.geojson,Virginia: incorporated places (cities/towns) boundaries (TIGER PLACE). Context layer — does NOT include council or commission district lines. 700 features.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/PLACE/tl_2025_51_place.zip,2025 (TIGER 2025 release),n/a (administrative boundaries),700,
states/va/school_districts,elementary_school_districts_2025.geojson,Virginia: elementary school district boundaries (TIGER ELSD). 1 districts.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/ELSD/tl_2025_51_elsd.zip,2025 (TIGER 2025 release),unknown (school district boundaries; Census vintage 2025),1,
states/va/school_districts,unified_school_districts_2025.geojson,Virginia: unified (K-12) school district boundaries (TIGER UNSD). 135 districts.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/UNSD/tl_2025_51_unsd.zip,2025 (TIGER 2025 release),unknown (school district boundaries; Census vintage 2025),135,
states/va/state_house_districts,state_house_districts_2025.geojson,"Virginia: State house of representatives districts, TIGER SLDL (lower chamber). 100 districts.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SLDL/tl_2025_51_sldl.zip,2025 (TIGER 2025 release),2022 cycle (effective 2024); verify per-state vintage,100,
states/va/state_senate_districts,state_senate_districts_2025.geojson,"Virginia: State senate districts, TIGER SLDU (upper chamber). 40 districts.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SLDU/tl_2025_51_sldu.zip,2025 (TIGER 2025 release),2022 cycle (effective 2024); verify per-state vintage,40,
states/vi/county_subdivisions,county_subdivisions_2025.geojson,"U.S. Virgin Islands: county subdivisions (civil townships, towns, municipalities) boundaries (TIGER COUSUB). Context layer — does NOT include council or commission district lines. 23 features.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/COUSUB/tl_2025_78_cousub.zip,2025 (TIGER 2025 release),n/a (administrative boundaries),23,
states/vi/municipalities,municipal_boundaries_2025.geojson,U.S. Virgin Islands: incorporated places (cities/towns) boundaries (TIGER PLACE). Context layer — does NOT include council or commission district lines. 10 features.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/PLACE/tl_2025_78_place.zip,2025 (TIGER 2025 release),n/a (administrative boundaries),10,
states/vi/school_districts,unified_school_districts_2025.geojson,U.S. Virgin Islands: unified (K-12) school district boundaries (TIGER UNSD). 1 districts.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/UNSD/tl_2025_78_unsd.zip,2025 (TIGER 2025 release),unknown (school district boundaries; Census vintage 2025),1,
states/vt/county_subdivisions,county_subdivisions_2025.geojson,"Vermont: county subdivisions (civil townships, towns, municipalities) boundaries (TIGER COUSUB). Context layer — does NOT include council or commission district lines. 256 features.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/COUSUB/tl_2025_50_cousub.zip,2025 (TIGER 2025 release),n/a (administrative boundaries),256,
states/vt/municipalities,municipal_boundaries_2025.geojson,Vermont: incorporated places (cities/towns) boundaries (TIGER PLACE). Context layer — does NOT include council or commission district lines. 180 features.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/PLACE/tl_2025_50_place.zip,2025 (TIGER 2025 release),n/a (administrative boundaries),180,
states/vt/school_districts,community_school_districts_2025.geojson,Vermont: community school district boundaries (TIGER SCSD). 11 districts.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SCSD/tl_2025_50_scsd.zip,2025 (TIGER 2025 release),unknown (school district boundaries; Census vintage 2025),11,
states/vt/school_districts,elementary_school_districts_2025.geojson,Vermont: elementary school district boundaries (TIGER ELSD). 56 districts.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/ELSD/tl_2025_50_elsd.zip,2025 (TIGER 2025 release),unknown (school district boundaries; Census vintage 2025),56,
states/vt/school_districts,unified_school_districts_2025.geojson,Vermont: unified (K-12) school district boundaries (TIGER UNSD). 64 districts.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/UNSD/tl_2025_50_unsd.zip,2025 (TIGER 2025 release),unknown (school district boundaries; Census vintage 2025),64,
states/vt/state_house_districts,state_house_districts_2025.geojson,"Vermont: State house of representatives districts, TIGER SLDL (lower chamber). 109 districts.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SLDL/tl_2025_50_sldl.zip,2025 (TIGER 2025 release),2022 cycle (effective 2024); verify per-state vintage,109,
states/vt/state_senate_districts,state_senate_districts_2025.geojson,"Vermont: State senate districts, TIGER SLDU (upper chamber). 16 districts.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SLDU/tl_2025_50_sldu.zip,2025 (TIGER 2025 release),2022 cycle (effective 2024); verify per-state vintage,16,
states/wa/county_subdivisions,county_subdivisions_2025.geojson,"Washington: county subdivisions (civil townships, towns, municipalities) boundaries (TIGER COUSUB). Context layer — does NOT include council or commission district lines. 242 features.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/COUSUB/tl_2025_53_cousub.zip,2025 (TIGER 2025 release),n/a (administrative boundaries),242,
states/wa/municipalities,municipal_boundaries_2025.geojson,Washington: incorporated places (cities/towns) boundaries (TIGER PLACE). Context layer — does NOT include council or commission district lines. 639 features.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/PLACE/tl_2025_53_place.zip,2025 (TIGER 2025 release),n/a (administrative boundaries),639,
states/wa/school_districts,unified_school_districts_2025.geojson,Washington: unified (K-12) school district boundaries (TIGER UNSD). 295 districts.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/UNSD/tl_2025_53_unsd.zip,2025 (TIGER 2025 release),unknown (school district boundaries; Census vintage 2025),295,
states/wa/state_house_districts,state_house_districts_2025.geojson,"Washington: State house of representatives districts, TIGER SLDL (lower chamber). 49 districts.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SLDL/tl_2025_53_sldl.zip,2025 (TIGER 2025 release),2022 cycle (effective 2024); verify per-state vintage,49,
states/wa/state_senate_districts,state_senate_districts_2025.geojson,"Washington: State senate districts, TIGER SLDU (upper chamber). 49 districts.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SLDU/tl_2025_53_sldu.zip,2025 (TIGER 2025 release),2022 cycle (effective 2024); verify per-state vintage,49,
states/wi/county_subdivisions,county_subdivisions_2025.geojson,"Wisconsin: county subdivisions (civil townships, towns, municipalities) boundaries (TIGER COUSUB). Context layer — does NOT include council or commission district lines. 1925 features.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/COUSUB/tl_2025_55_cousub.zip,2025 (TIGER 2025 release),n/a (administrative boundaries),1925,
states/wi/municipalities,municipal_boundaries_2025.geojson,Wisconsin: incorporated places (cities/towns) boundaries (TIGER PLACE). Context layer — does NOT include council or commission district lines. 808 features.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/PLACE/tl_2025_55_place.zip,2025 (TIGER 2025 release),n/a (administrative boundaries),808,
states/wi/school_districts,community_school_districts_2025.geojson,Wisconsin: community school district boundaries (TIGER SCSD). 10 districts.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SCSD/tl_2025_55_scsd.zip,2025 (TIGER 2025 release),unknown (school district boundaries; Census vintage 2025),10,
states/wi/school_districts,elementary_school_districts_2025.geojson,Wisconsin: elementary school district boundaries (TIGER ELSD). 43 districts.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/ELSD/tl_2025_55_elsd.zip,2025 (TIGER 2025 release),unknown (school district boundaries; Census vintage 2025),43,
states/wi/school_districts,unified_school_districts_2025.geojson,Wisconsin: unified (K-12) school district boundaries (TIGER UNSD). 369 districts.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/UNSD/tl_2025_55_unsd.zip,2025 (TIGER 2025 release),unknown (school district boundaries; Census vintage 2025),369,
states/wi/state_house_districts,state_house_districts_2025.geojson,"Wisconsin: State house of representatives districts, TIGER SLDL (lower chamber). 100 districts.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SLDL/tl_2025_55_sldl.zip,2025 (TIGER 2025 release),2022 cycle (effective 2024); verify per-state vintage,100,
states/wi/state_senate_districts,state_senate_districts_2025.geojson,"Wisconsin: State senate districts, TIGER SLDU (upper chamber). 34 districts.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SLDU/tl_2025_55_sldu.zip,2025 (TIGER 2025 release),2022 cycle (effective 2024); verify per-state vintage,34,
states/wv/county_subdivisions,county_subdivisions_2025.geojson,"West Virginia: county subdivisions (civil townships, towns, municipalities) boundaries (TIGER COUSUB). Context layer — does NOT include council or commission district lines. 225 features.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/COUSUB/tl_2025_54_cousub.zip,2025 (TIGER 2025 release),n/a (administrative boundaries),225,
states/wv/municipalities,municipal_boundaries_2025.geojson,West Virginia: incorporated places (cities/towns) boundaries (TIGER PLACE). Context layer — does NOT include council or commission district lines. 439 features.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/PLACE/tl_2025_54_place.zip,2025 (TIGER 2025 release),n/a (administrative boundaries),439,
states/wv/school_districts,unified_school_districts_2025.geojson,West Virginia: unified (K-12) school district boundaries (TIGER UNSD). 55 districts.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/UNSD/tl_2025_54_unsd.zip,2025 (TIGER 2025 release),unknown (school district boundaries; Census vintage 2025),55,
states/wv/state_house_districts,state_house_districts_2025.geojson,"West Virginia: State house of representatives districts, TIGER SLDL (lower chamber). 100 districts.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SLDL/tl_2025_54_sldl.zip,2025 (TIGER 2025 release),2022 cycle (effective 2024); verify per-state vintage,100,
states/wv/state_senate_districts,state_senate_districts_2025.geojson,"West Virginia: State senate districts, TIGER SLDU (upper chamber). 17 districts.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SLDU/tl_2025_54_sldu.zip,2025 (TIGER 2025 release),2022 cycle (effective 2024); verify per-state vintage,17,
states/wy/county_subdivisions,county_subdivisions_2025.geojson,"Wyoming: county subdivisions (civil townships, towns, municipalities) boundaries (TIGER COUSUB). Context layer — does NOT include council or commission district lines. 71 features.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/COUSUB/tl_2025_56_cousub.zip,2025 (TIGER 2025 release),n/a (administrative boundaries),71,
states/wy/municipalities,municipal_boundaries_2025.geojson,Wyoming: incorporated places (cities/towns) boundaries (TIGER PLACE). Context layer — does NOT include council or commission district lines. 205 features.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/PLACE/tl_2025_56_place.zip,2025 (TIGER 2025 release),n/a (administrative boundaries),205,
states/wy/school_districts,elementary_school_districts_2025.geojson,Wyoming: elementary school district boundaries (TIGER ELSD). 1 districts.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/ELSD/tl_2025_56_elsd.zip,2025 (TIGER 2025 release),unknown (school district boundaries; Census vintage 2025),1,
states/wy/school_districts,unified_school_districts_2025.geojson,Wyoming: unified (K-12) school district boundaries (TIGER UNSD). 48 districts.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/UNSD/tl_2025_56_unsd.zip,2025 (TIGER 2025 release),unknown (school district boundaries; Census vintage 2025),48,
states/wy/state_house_districts,state_house_districts_2025.geojson,"Wyoming: State house of representatives districts, TIGER SLDL (lower chamber). 62 districts.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SLDL/tl_2025_56_sldl.zip,2025 (TIGER 2025 release),2022 cycle (effective 2024); verify per-state vintage,62,
states/wy/state_senate_districts,state_senate_districts_2025.geojson,"Wyoming: State senate districts, TIGER SLDU (upper chamber). 31 districts.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SLDU/tl_2025_56_sldu.zip,2025 (TIGER 2025 release),2022 cycle (effective 2024); verify per-state vintage,31,
us/congress_districts,congress_districts_119th_2025.geojson,"U.S. House of Representatives (Congressional) Districts, 119th Congress (2025-2026), all 50 states + DC + PR + territorial delegations. Merged from per-state TIGER zips.",U.S. Census Bureau TIGER/Line,"https://www2.census.gov/geo/tiger/TIGER2025/CD/tl_2025_01_cd119.zip; https://www2.census.gov/geo/tiger/TIGER2025/CD/tl_2025_02_cd119.zip; https://www2.census.gov/geo/tiger/TIGER2025/CD/tl_2025_04_cd119.zip (per-state zips, see DEV.md)","2025 (TIGER 2025 release, 119th Congress)",2022 regular cycle; TX redistricted 2025 (38 districts),444,
us/counties,county_boundaries_2025.geojson,"U.S. county boundaries (2025 vintage), national coverage.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/COUNTY/tl_2025_us_county.zip,2025 (TIGER 2025 release),n/a (county lines rarely change),3235,
us/school_districts,state_administered_school_districts_2025.geojson,"State-administered school districts (TIGER SDADM), national coverage (states/areas where the state, not a local district, administers schools).",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SDADM/tl_2025_50_sdadm.zip,2025 (TIGER 2025 release),unknown (school district boundaries; Census vintage 2025),52,
us/senate_districts,senate_districts_2025.geojson,U.S. Senate districts: each of the 50 states is one Senate district (identical geometry to state boundaries).,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/STATE/tl_2025_us_state.zip,2025 (TIGER 2025 release),n/a (state lines rarely change),56,
us/states,state_boundaries_2025.geojson,U.S. state boundaries (2025 vintage).,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/STATE/tl_2025_us_state.zip,2025 (TIGER 2025 release),n/a (state lines rarely change),56,
